PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32832577","Predicting rate of cognitive decline at baseline using a deep neural network with multidata analysis","Candemir S, Nguyen XV, Prevedello LM, Bigelow MT, White RD, Erdal BS; Alzheimer’s Disease Neuroimaging Initiative.","J Med Imaging (Bellingham). 2020 Jul;7(4):044501. doi: 10.1117/1.JMI.7.4.044501. Epub 2020 Aug 12.","Candemir S","J Med Imaging (Bellingham)","2020","2020/08/25","PMC7419712","","10.1117/1.JMI.7.4.044501"
"30949817","Mapping the neuroanatomy of functional decline in Alzheimer's disease from basic to advanced activities of daily living","Slachevsky A, Forno G, Barraza P, Mioshi E, Delgado C, Lillo P, Henriquez F, Bravo E, Farias M, Muñoz-Neira C, Ibañez A, Parra MA, Hornberger M.","J Neurol. 2019 Jun;266(6):1310-1322. doi: 10.1007/s00415-019-09260-w. Epub 2019 Apr 4.","Slachevsky A","J Neurol","2019","2019/04/06","","","10.1007/s00415-019-09260-w"
"30440409","Detection of Early Stage Alzheimer's Disease using EEG Relative Power with Deep Neural Network","Kim D, Kim K.","Annu Int Conf IEEE Eng Med Biol Soc. 2018 Jul;2018:352-355. doi: 10.1109/EMBC.2018.8512231.","Kim D","Annu Int Conf IEEE Eng Med Biol Soc","2018","2018/11/17","","","10.1109/EMBC.2018.8512231"
"29357893","Alzheimer's disease diagnosis based on the Hippocampal Unified Multi-Atlas Network (HUMAN) algorithm","Amoroso N, Rocca M, Bellotti R, Fanizzi A, Monaco A, Tangaro S; Alzheimer’s Disease Neuroimaging Initiative.","Biomed Eng Online. 2018 Jan 22;17(1):6. doi: 10.1186/s12938-018-0439-y.","Amoroso N","Biomed Eng Online","2018","2018/01/24","PMC5778685","","10.1186/s12938-018-0439-y"
"31106304","A Novel Deep Learning Framework on Brain Functional Networks for Early MCI Diagnosis","Kam TE, Zhang H, Shen D.","Med Image Comput Comput Assist Interv. 2018 Sep;11072:293-301. doi: 10.1007/978-3-030-00931-1_34. Epub 2018 Sep 13.","Kam TE","Med Image Comput Comput Assist Interv","2018","2019/05/21","PMC6519074","NIHMS1010530","10.1007/978-3-030-00931-1_34"
"33265122","Automated Multiclass Classification of Spontaneous EEG Activity in Alzheimer's Disease and Mild Cognitive Impairment","Ruiz-Gómez SJ, Gómez C, Poza J, Gutiérrez-Tobal GC, Tola-Arribas MA, Cano M, Hornero R.","Entropy (Basel). 2018 Jan 9;20(1):35. doi: 10.3390/e20010035.","Ruiz-Gómez SJ","Entropy (Basel)","2018","2020/12/03","PMC7512207","","10.3390/e20010035"
"33041768","FFA-DMRI: A Network Based on Feature Fusion and Attention Mechanism for Brain MRI Denoising","Hong D, Huang C, Yang C, Li J, Qian Y, Cai C.","Front Neurosci. 2020 Sep 16;14:577937. doi: 10.3389/fnins.2020.577937. eCollection 2020.","Hong D","Front Neurosci","2020","2020/10/12","PMC7525046","","10.3389/fnins.2020.577937"
"29989989","Early Diagnosis of Alzheimer's Disease Based on Resting-State Brain Networks and Deep Learning","Ju R, Hu C, Zhou P, Li Q.","IEEE/ACM Trans Comput Biol Bioinform. 2019 Jan-Feb;16(1):244-257. doi: 10.1109/TCBB.2017.2776910. Epub 2017 Nov 23.","Ju R","IEEE/ACM Trans Comput Biol Bioinform","2019","2018/07/11","","","10.1109/TCBB.2017.2776910"
"29323751","[(18) F]AV-1451 clustering of entorhinal and cortical uptake in Alzheimer's disease","Whitwell JL, Graff-Radford J, Tosakulwong N, Weigand SD, Machulda M, Senjem ML, Schwarz CG, Spychalla AJ, Jones DT, Drubach DA, Knopman DS, Boeve BF, Ertekin-Taner N, Petersen RC, Lowe VJ, Jack CR Jr, Josephs KA.","Ann Neurol. 2018 Feb;83(2):248-257. doi: 10.1002/ana.25142. Epub 2018 Feb 6.","Whitwell JL","Ann Neurol","2018","2018/01/12","PMC5821532","NIHMS933735","10.1002/ana.25142"
"30840428","The Canadian Biomarker Integration Network in Depression (CAN-BIND): magnetic resonance imaging protocols","MacQueen GM, Hassel S, Arnott SR, Jean A, Bowie CR, Bray SL, Davis AD, Downar J, Foster JA, Frey BN, Goldstein BI, Hall GB, Harkness KL, Harris J, Lam RW, Lebel C, Milev R, Müller DJ, Parikh SV, Rizvi S, Rotzinger S, Sharma GB, Soares CN, Turecki G, Vila-Rodriguez F, Yu J, Zamyadi M, Strother SC, Kennedy SH; CAN-BIND Investigator Team.","J Psychiatry Neurosci. 2019 Jul 1;44(4):223-236. doi: 10.1503/jpn.180036.","MacQueen GM","J Psychiatry Neurosci","2019","2019/03/07","PMC6606427","","10.1503/jpn.180036"
"32898682","Disentangling time series between brain tissues improves fMRI data quality using a time-dependent deep neural network","Yang Z, Zhuang X, Sreenivasan K, Mishra V, Cordes D; Alzheimer's Disease Neuroimaging Initiative.","Neuroimage. 2020 Dec;223:117340. doi: 10.1016/j.neuroimage.2020.117340. Epub 2020 Sep 6.","Yang Z","Neuroimage","2020","2020/09/08","PMC7792822","NIHMS1657557","10.1016/j.neuroimage.2020.117340"
"31431669","Space-like (56)Fe irradiation manifests mild, early sex-specific behavioral and neuropathological changes in wildtype and Alzheimer's-like transgenic mice","Liu B, Hinshaw RG, Le KX, Park MA, Wang S, Belanger AP, Dubey S, Frost JL, Shi Q, Holton P, Trojanczyk L, Reiser V, Jones PA, Trigg W, Di Carli MF, Lorello P, Caldarone BJ, Williams JP, O'Banion MK, Lemere CA.","Sci Rep. 2019 Aug 20;9(1):12118. doi: 10.1038/s41598-019-48615-1.","Liu B","Sci Rep","2019","2019/08/22","PMC6702228","","10.1038/s41598-019-48615-1"
"33204817","Mnemonic strategy training modulates functional connectivity at rest in mild cognitive impairment: Results from a randomized controlled trial","Simon SS, Hampstead BM, Nucci MP, Ferreira LK, Duran FLS, Fonseca LM, Martin MDGM, Ávila R, Porto FHG, Brucki SMD, Martins CB, Tascone LS, Jr EA, Busatto GF, Bottino CMC.","Alzheimers Dement (N Y). 2020 Nov 6;6(1):e12075. doi: 10.1002/trc2.12075. eCollection 2020.","Simon SS","Alzheimers Dement (N Y)","2020","2020/11/18","PMC7647944","","10.1002/trc2.12075"
"30599271","Functional Connectivity between Hippocampus and Lateral Septum is Affected in Very Young Alzheimer's Transgenic Mouse Model","Mondragón-Rodríguez S, Gu N, Fasano C, Peña-Ortega F, Williams S.","Neuroscience. 2019 Mar 1;401:96-105. doi: 10.1016/j.neuroscience.2018.12.042. Epub 2018 Dec 30.","Mondragón-Rodríguez S","Neuroscience","2019","2019/01/02","","","10.1016/j.neuroscience.2018.12.042"
"29632364","Multimodal and Multiscale Deep Neural Networks for the Early Diagnosis of Alzheimer's Disease using structural MR and FDG-PET images","Lu D, Popuri K, Ding GW, Balachandar R, Beg MF; Alzheimer’s Disease Neuroimaging Initiative.","Sci Rep. 2018 Apr 9;8(1):5697. doi: 10.1038/s41598-018-22871-z.","Lu D","Sci Rep","2018","2018/04/11","PMC5890270","","10.1038/s41598-018-22871-z"
"31210761","Effects of Mnemonic Strategy Training on Brain Activity and Cognitive Functioning of Left-Hemisphere Ischemic Stroke Patients","Batista AX, Bazán PR, Conforto AB, Martin MDGM, Simon SS, Hampstead B, Figueiredo EG, Miotto EC.","Neural Plast. 2019 May 9;2019:4172569. doi: 10.1155/2019/4172569. eCollection 2019.","Batista AX","Neural Plast","2019","2019/06/19","PMC6532294","","10.1155/2019/4172569"
"30486287","Traumatic Brain Injury in Aged Mice Induces Chronic Microglia Activation, Synapse Loss, and Complement-Dependent Memory Deficits","Krukowski K, Chou A, Feng X, Tiret B, Paladini MS, Riparip LK, Chaumeil MM, Lemere C, Rosi S.","Int J Mol Sci. 2018 Nov 26;19(12):3753. doi: 10.3390/ijms19123753.","Krukowski K","Int J Mol Sci","2018","2018/11/30","PMC6321529","","10.3390/ijms19123753"
"28113353","Multimodal Neuroimaging Feature Learning With Multimodal Stacked Deep Polynomial Networks for Diagnosis of Alzheimer's Disease","Shi J, Zheng X, Li Y, Zhang Q, Ying S.","IEEE J Biomed Health Inform. 2018 Jan;22(1):173-183. doi: 10.1109/JBHI.2017.2655720. Epub 2017 Jan 19.","Shi J","IEEE J Biomed Health Inform","2018","2017/01/24","","","10.1109/JBHI.2017.2655720"
"32578152","Brain (18)F-FDG PET analysis via interval-valued reconstruction: proof of concept for Alzheimer's disease diagnosis","Kucharczak F, Suau M, Strauss O, Ben Bouallègue F, Mariano-Goulart D.","Ann Nucl Med. 2020 Aug;34(8):565-574. doi: 10.1007/s12149-020-01490-7. Epub 2020 Jun 23.","Kucharczak F","Ann Nucl Med","2020","2020/06/25","","","10.1007/s12149-020-01490-7"
"29217736","Generation of Structural MR Images from Amyloid PET: Application to MR-Less Quantification","Choi H, Lee DS; Alzheimer’s Disease Neuroimaging Initiative.","J Nucl Med. 2018 Jul;59(7):1111-1117. doi: 10.2967/jnumed.117.199414. Epub 2017 Dec 7.","Choi H","J Nucl Med","2018","2017/12/09","PMC6910644","","10.2967/jnumed.117.199414"
"30475734","Hippocampus Analysis by Combination of 3-D DenseNet and Shapes for Alzheimer's Disease Diagnosis","Cui R, Liu M.","IEEE J Biomed Health Inform. 2019 Sep;23(5):2099-2107. doi: 10.1109/JBHI.2018.2882392. Epub 2018 Nov 20.","Cui R","IEEE J Biomed Health Inform","2019","2018/11/27","","","10.1109/JBHI.2018.2882392"
"29523002","Segmentation of white matter hyperintensities using convolutional neural networks with global spatial information in routine clinical brain MRI with none or mild vascular pathology","Rachmadi MF, Valdés-Hernández MDC, Agan MLF, Di Perri C, Komura T; Alzheimer's Disease Neuroimaging Initiative.","Comput Med Imaging Graph. 2018 Jun;66:28-43. doi: 10.1016/j.compmedimag.2018.02.002. Epub 2018 Feb 17.","Rachmadi MF","Comput Med Imaging Graph","2018","2018/03/10","","","10.1016/j.compmedimag.2018.02.002"
"30179274","Association between carotid atheroma and cerebral cortex structure at age 73 years","Alhusaini S, Karama S, Nguyen TV, Thiel A, Bernhardt BC, Cox SR, Corley J, Taylor A, Evans AC, Star JM, Bastin ME, Wardlaw JM, Deary IJ, Ducharme S.","Ann Neurol. 2018 Oct;84(4):576-587. doi: 10.1002/ana.25324. Epub 2018 Oct 5.","Alhusaini S","Ann Neurol","2018","2018/09/05","PMC6328248","","10.1002/ana.25324"
"31732911","Automatic delineation algorithm of reference region for amyloid imaging based on kinetics","Yamada T, Watanabe S, Nagaoka T, Nemoto M, Hanaoka K, Kaida H, Ishii K, Kimura Y.","Ann Nucl Med. 2020 Feb;34(2):102-107. doi: 10.1007/s12149-019-01419-9. Epub 2019 Nov 15.","Yamada T","Ann Nucl Med","2020","2019/11/17","","","10.1007/s12149-019-01419-9"
"30627643","Ovarian Cycle Stages Modulate Alzheimer-Related Cognitive and Brain Network Alterations in Female Mice","Broestl L, Worden K, Moreno AJ, Davis EJ, Wang D, Garay B, Singh T, Verret L, Palop JJ, Dubal DB.","eNeuro. 2018 Dec 14;5(6):ENEURO.0132-17.2018. doi: 10.1523/ENEURO.0132-17.2018. eCollection 2018 Nov-Dec.","Broestl L","eNeuro","2018","2019/01/11","PMC6325547","","10.1523/ENEURO.0132-17.2018"
"32894711","Multi-View Separable Pyramid Network for AD Prediction at MCI Stage by (18)F-FDG Brain PET Imaging","Pan X, Phan TL, Adel M, Fossati C, Gaidon T, Wojak J, Guedj E.","IEEE Trans Med Imaging. 2021 Jan;40(1):81-92. doi: 10.1109/TMI.2020.3022591. Epub 2020 Dec 29.","Pan X","IEEE Trans Med Imaging","2021","2020/09/07","","","10.1109/TMI.2020.3022591"
"32625080","Voxel-Based Morphometry Reveals a Correlation Between Bone Mineral Density Loss and Reduced Cortical Gray Matter Volume in Alzheimer's Disease","Takano Y, Tatewaki Y, Mutoh T, Morota N, Matsudaira I, Thyreau B, Nagasaka T, Odagiri H, Yamamoto S, Arai H, Taki Y.","Front Aging Neurosci. 2020 Jun 17;12:178. doi: 10.3389/fnagi.2020.00178. eCollection 2020.","Takano Y","Front Aging Neurosci","2020","2020/07/07","PMC7311782","","10.3389/fnagi.2020.00178"
"33777646","New Developments in Cholinergic Imaging in Alzheimer and Lewy Body Disorders","Craig CE, Ray NJ, Müller MLTM, Bohnen NI.","Curr Behav Neurosci Rep. 2020 Dec;7(4):278-286. doi: 10.1007/s40473-020-00221-6. Epub 2020 Oct 9.","Craig CE","Curr Behav Neurosci Rep","2020","2021/03/29","PMC7992054","NIHMS1636629","10.1007/s40473-020-00221-6"
"30908202","Hippocampus Segmentation Based on Iterative Local Linear Mapping With Representative and Local Structure-Preserved Feature Embedding","Pang S, Lu Z, Jiang J, Zhao L, Lin L, Li X, Lian T, Huang M, Yang W, Feng Q.","IEEE Trans Med Imaging. 2019 Oct;38(10):2271-2280. doi: 10.1109/TMI.2019.2906727. Epub 2019 Mar 21.","Pang S","IEEE Trans Med Imaging","2019","2019/03/26","","","10.1109/TMI.2019.2906727"
"32356353","Amyloid Positron Emission Tomography in Multiple Sclerosis: Between Amyloid Deposition and Myelin Damage","Matías-Guiu JA, Cabrera-Martín MN, Pytel V, Montero P, Carreras JL, Matías-Guiu J.","Ann Neurol. 2020 Jun;87(6):988. doi: 10.1002/ana.25759. Epub 2020 May 13.","Matías-Guiu JA","Ann Neurol","2020","2020/05/02","","","10.1002/ana.25759"
"32152925","Relationships between amyloid levels, glucose metabolism, morphologic changes in the brain and clinical status of patients with Alzheimer's disease","Thientunyakit T, Sethanandha C, Muangpaisan W, Chawalparit O, Arunrungvichian K, Siriprapa T, Vichianin Y, Kamal S, Suppasilp C, Thongpraparn T, Chanachai R, Gelovani JG.","Ann Nucl Med. 2020 May;34(5):337-348. doi: 10.1007/s12149-020-01453-y. Epub 2020 Mar 9.","Thientunyakit T","Ann Nucl Med","2020","2020/03/11","","","10.1007/s12149-020-01453-y"
"30440502","Decision Supporting Model for One-year Conversion Probability from MCI to AD using CNN and SVM","Shen T, Jiang J, Li Y, Wu P, Zuo C, Yan Z.","Annu Int Conf IEEE Eng Med Biol Soc. 2018 Jul;2018:738-741. doi: 10.1109/EMBC.2018.8512398.","Shen T","Annu Int Conf IEEE Eng Med Biol Soc","2018","2018/11/17","","","10.1109/EMBC.2018.8512398"
"31285742","Early Electrophysiological Disintegration of Hippocampal Neural Networks in a Novel Locus Coeruleus Tau-Seeding Mouse Model of Alzheimer's Disease","Ahnaou A, Walsh C, Manyakov NV, Youssef SA, Drinkenburg WH.","Neural Plast. 2019 Jun 12;2019:6981268. doi: 10.1155/2019/6981268. eCollection 2019.","Ahnaou A","Neural Plast","2019","2019/07/10","PMC6594257","","10.1155/2019/6981268"
"30596066","Genome-wide association study identifies RBFOX1 locus influencing brain glucose metabolism","Kong LL, Miao D, Tan L, Liu SL, Li JQ, Cao XP, Tan L; Alzheimer’s Disease Neuroimaging Initiative*.","Ann Transl Med. 2018 Nov;6(22):436. doi: 10.21037/atm.2018.07.05.","Kong LL","Ann Transl Med","2018","2019/01/01","PMC6281526","","10.21037/atm.2018.07.05"
"31067489","Mnemonic strategy training increases neocortical activation in healthy older adults and patients with mild cognitive impairment","Hampstead BM, Stringer AY, Stilla RF, Sathian K.","Int J Psychophysiol. 2020 Aug;154:27-36. doi: 10.1016/j.ijpsycho.2019.04.011. Epub 2019 May 5.","Hampstead BM","Int J Psychophysiol","2020","2019/05/09","PMC7218756","NIHMS1529091","10.1016/j.ijpsycho.2019.04.011"
"31106305","Temporal Correlation Structure Learning for MCI Conversion Prediction","Wang X, Cai W, Shen D, Huang H.","Med Image Comput Comput Assist Interv. 2018 Sep;11072:446-454. doi: 10.1007/978-3-030-00931-1_51. Epub 2018 Sep 13.","Wang X","Med Image Comput Comput Assist Interv","2018","2019/05/21","PMC6519075","NIHMS1010550","10.1007/978-3-030-00931-1_51"
"30604400","Brain (18)F-FDG distribution: which region is most affected by increased plasma glucose levels?","Ishibashi K, Kameyama M, Ishii K; J-ADNI Study Group.","Ann Nucl Med. 2019 Apr;33(4):303-304. doi: 10.1007/s12149-018-01327-4. Epub 2019 Jan 2.","Ishibashi K","Ann Nucl Med","2019","2019/01/04","","","10.1007/s12149-018-01327-4"
"31500908","A novel V272D presenilin mutation associated with logopenia, disorientation, and apraxia in an autosomal-dominant Alzheimer's disease family","Mengel D, Liu L, Yamamoto R, Zülow S, Deuschl C, Hermann DM, Zerr I, Selkoe DJ, Dodel R.","Neurobiol Aging. 2020 Jan;85:154.e5-154.e7. doi: 10.1016/j.neurobiolaging.2019.07.002. Epub 2019 Aug 7.","Mengel D","Neurobiol Aging","2020","2019/09/11","","","10.1016/j.neurobiolaging.2019.07.002"
"31349032","Brain-derived neurotrophic factor (BDNF) and TrkB hippocampal gene expression are putative predictors of neuritic plaque and neurofibrillary tangle pathology","Ginsberg SD, Malek-Ahmadi MH, Alldred MJ, Chen Y, Chen K, Chao MV, Counts SE, Mufson EJ.","Neurobiol Dis. 2019 Dec;132:104540. doi: 10.1016/j.nbd.2019.104540. Epub 2019 Jul 23.","Ginsberg SD","Neurobiol Dis","2019","2019/07/27","PMC6834890","NIHMS1536395","10.1016/j.nbd.2019.104540"
"31884181","Minimum variance-embedded deep kernel regularized least squares method for one-class classification and its applications to biomedical data","Gautam C, Mishra PK, Tiwari A, Richhariya B, Pandey HM, Wang S, Tanveer M; Alzheimer’s Disease Neuroimaging Initiative.","Neural Netw. 2020 Mar;123:191-216. doi: 10.1016/j.neunet.2019.12.001. Epub 2019 Dec 12.","Gautam C","Neural Netw","2020","2019/12/30","","","10.1016/j.neunet.2019.12.001"
"31092209","Cerebral amyloid angiopathy-related inflammation: a case report presenting with a rare variant in SORL1 gene","Du Y, Liu C, Ma C, Xu X, Zhou X, Zhou H, Huang C.","BMC Neurol. 2019 May 15;19(1):97. doi: 10.1186/s12883-019-1326-2.","Du Y","BMC Neurol","2019","2019/05/17","PMC6518661","","10.1186/s12883-019-1326-2"
"29287745","Deep learning reveals Alzheimer's disease onset in MCI subjects: Results from an international challenge","Amoroso N, Diacono D, Fanizzi A, La Rocca M, Monaco A, Lombardi A, Guaragnella C, Bellotti R, Tangaro S; Alzheimer's Disease Neuroimaging Initiative.","J Neurosci Methods. 2018 May 15;302:3-9. doi: 10.1016/j.jneumeth.2017.12.011. Epub 2017 Dec 26.","Amoroso N","J Neurosci Methods","2018","2017/12/31","","","10.1016/j.jneumeth.2017.12.011"
"30035025","Utilizing the Centiloid scale in cross-sectional and longitudinal PiB PET studies","Su Y, Flores S, Hornbeck RC, Speidel B, Vlassenko AG, Gordon BA, Koeppe RA, Klunk WE, Xiong C, Morris JC, Benzinger TLS.","Neuroimage Clin. 2018 Apr 25;19:406-416. doi: 10.1016/j.nicl.2018.04.022. eCollection 2018.","Su Y","Neuroimage Clin","2018","2018/07/24","PMC6051499","","10.1016/j.nicl.2018.04.022"
"29545639","Electroencephalographic derived network differences in Lewy body dementia compared to Alzheimer's disease patients","Peraza LR, Cromarty R, Kobeleva X, Firbank MJ, Killen A, Graziadio S, Thomas AJ, O'Brien JT, Taylor JP.","Sci Rep. 2018 Mar 15;8(1):4637. doi: 10.1038/s41598-018-22984-5.","Peraza LR","Sci Rep","2018","2018/03/17","PMC5854590","","10.1038/s41598-018-22984-5"
"31585371","Dynamic change of cognitive reserve: associations with changes in brain, cognition, and diagnosis","Bettcher BM, Gross AL, Gavett BE, Widaman KF, Fletcher E, Dowling NM, Buckley RF, Arenaza-Urquijo EM, Zahodne LB, Hohman TJ, Vonk JMJ, Rentz DM, Mungas D.","Neurobiol Aging. 2019 Nov;83:95-104. doi: 10.1016/j.neurobiolaging.2019.08.016. Epub 2019 Aug 21.","Bettcher BM","Neurobiol Aging","2019","2019/10/05","PMC6977973","NIHMS1543415","10.1016/j.neurobiolaging.2019.08.016"
"30094328","Amyloid positron emission tomography candidates may focus more on benefits than risks of results disclosure","Lingler JH, Roberts JS, Kim H, Morris JL, Hu L, Mattos M, McDade E, Lopez OL.","Alzheimers Dement (Amst). 2018 May 30;10:413-420. doi: 10.1016/j.dadm.2018.05.003. eCollection 2018.","Lingler JH","Alzheimers Dement (Amst)","2018","2018/08/11","PMC6072672","","10.1016/j.dadm.2018.05.003"
"29388083","(18)F-FPYBF-2, a new F-18-labelled amyloid imaging PET tracer: first experience in 61 volunteers and 55 patients with dementia","Higashi T, Nishii R, Kagawa S, Kishibe Y, Takahashi M, Okina T, Suzuki N, Hasegawa H, Nagahama Y, Ishizu K, Oishi N, Kimura H, Watanabe H, Ono M, Saji H, Yamauchi H.","Ann Nucl Med. 2018 Apr;32(3):206-216. doi: 10.1007/s12149-018-1236-1. Epub 2018 Jan 31.","Higashi T","Ann Nucl Med","2018","2018/02/02","PMC5852179","","10.1007/s12149-018-1236-1"
